ID-121226A	4.30E+03	5.90E+02	5.80E-01	1.50E-01
ID-121226A	4.90E+03	5.40E+02	6.20E-01	1.60E-01
ID-121226A	5.50E+03	6.80E+02	4.90E-01	1.30E-01
ID-121226A	7.90E+03	4.70E+03	3.60E-01	7.90E-02
ID-121226A	6.20E+04	8.30E+04	3.00E-02	8.60E-03
ID-121226A	1.20E+05	6.20E+03	3.40E-02	2.70E-02
ID-130313A	2.10E+03	5.30E+04	1.30E-02	0.00E+00
ID-130515A	1.20E+04	3.00E+04	1.40E-02	0.00E+00
ID-130603B	4.00E+03	3.30E+01	3.80E+00	1.20E+00
ID-130603B	4.00E+03	4.10E+01	3.30E+00	1.00E+00
ID-130603B	4.10E+03	7.50E+01	1.70E+00	5.40E-01
ID-130603B	4.10E+03	4.40E+01	2.90E+00	9.50E-01
ID-130603B	4.20E+03	4.40E+01	3.00E+00	9.10E-01
ID-130603B	4.20E+03	3.60E+01	3.50E+00	1.20E+00
ID-130603B	4.30E+03	7.50E+01	1.80E+00	5.30E-01
ID-130603B	4.30E+03	4.40E+01	3.00E+00	1.00E+00
ID-130603B	4.40E+03	5.40E+01	2.50E+00	7.10E-01
ID-130603B	4.40E+03	4.10E+01	3.20E+00	1.10E+00
ID-130603B	4.50E+03	6.50E+01	2.00E+00	6.30E-01
ID-130603B	4.50E+03	3.10E+01	4.10E+00	1.30E+00
ID-130603B	4.60E+03	4.40E+01	3.00E+00	9.90E-01
ID-130603B	4.60E+03	5.20E+01	2.40E+00	8.00E-01
ID-130603B	4.70E+03	6.50E+01	2.00E+00	6.80E-01
ID-130603B	4.70E+03	5.20E+01	2.60E+00	7.40E-01
ID-130603B	4.80E+03	9.80E+01	1.60E+00	4.60E-01
ID-130603B	4.90E+03	5.70E+01	2.20E+00	7.20E-01
ID-130603B	4.90E+03	4.40E+01	3.00E+00	9.80E-01
