GRB,Time,Tpos,Tneg,Flux,Fluxpos,Fluxneg
150424A,149.595,0.798,-0.751,1.149522839e-09,1.71485483e-10,-1.717089814e-10
150424A,151.35,0.987,-0.957,9.16042162e-10,1.366441651e-10,-1.368125303e-10
150424A,153.444,1.368,-1.107,6.98077976e-10,1.084535422e-10,-1.085704138e-10
150424A,156.101,0.955,-1.289,7.82017936e-10,1.190416441e-10,-1.191827797e-10
150424A,158.076,1.12,-1.021,8.1773724e-10,1.219665682e-10,-1.221036598e-10
150424A,160.128,0.84,-0.932,9.72298583e-10,1.45024917e-10,-1.451932148e-10
150424A,162.152,1.151,-1.184,7.38116946e-10,1.100917329e-10,-1.102160859e-10
150424A,164.543,1.211,-1.241,7.02775419e-10,1.048126279e-10,-1.049227595e-10
150424A,167.28,1.308,-1.526,6.07915311e-10,9.06562352e-11,-9.07412266e-11
150424A,169.714,1.152,-1.127,7.43541298e-10,1.131561413e-10,-1.132605776e-10
150424A,171.783,1.116,-0.916,8.33897738e-10,1.268994057e-10,-1.27006875e-10
150424A,174.487,1.591,-1.588,5.41081808e-10,8.06881122e-11,-8.07619489e-11
150424A,177.437,1.205,-1.359,6.70992949e-10,1.000511886e-10,-1.001292378e-10
150424A,180.404,2.006,-1.762,4.43844839e-10,7.03756089e-11,-7.0425923e-11
150424A,183.881,1.904,-1.471,4.98797744e-10,7.90876992e-11,-7.91423943e-11
150424A,187.944,2.077,-2.16,4.03684886e-10,6.2694806e-11,-6.27353808e-11
150424A,191.408,1.591,-1.387,5.5683858e-10,8.64794572e-11,-8.65335794e-11
150424A,194.54,1.701,-1.541,5.26753242e-10,7.85387599e-11,-7.85919385e-11
150424A,197.971,1.401,-1.73,5.45313517e-10,8.1303609e-11,-8.13538894e-11
150424A,201.533,1.759,-2.161,4.28343513e-10,6.51743172e-11,-6.52150942e-11
150424A,204.766,1.625,-1.474,5.49567131e-10,8.19363265e-11,-8.19839783e-11
150424A,208.122,2.882,-1.731,3.41347637e-10,5.64358061e-11,-5.64617551e-11
150424A,213.301,2.048,-2.297,4.02883163e-10,6.00667115e-11,-6.01013888e-11
150424A,217.136,1.775,-1.787,4.92717927e-10,7.34588893e-11,-7.34979476e-11
150424A,221.59,2.496,-2.68,3.30035221e-10,5.02128315e-11,-5.02367585e-11
150424A,226.202,1.416,-2.116,2.928747028e-10,6.05790526e-11,-6.05974865e-11
150424A,229.707,1.757,-2.089,2.956665793e-10,5.39859846e-11,-5.40064068e-11
150424A,233.554,2.894,-2.09,3.216678143e-10,5.01135513e-11,-5.01392981e-11
150424A,238.589,2.571,-2.142,3.61454742e-10,5.38891982e-11,-5.39183824e-11
150424A,243.274,2.137,-2.114,2.553102227e-10,4.95723967e-11,-4.95901229e-11
150424A,247.323,2.5,-1.913,3.177375518e-10,5.4632755e-11,-5.46578278e-11
150424A,252.215,2.307,-2.392,2.421783774e-10,4.4221477e-11,-4.42419666e-11
150424A,256.947,2.243,-2.426,3.60261762e-10,5.4815072e-11,-5.48486709e-11
150424A,261.142,2.296,-1.953,2.558246869e-10,4.96720813e-11,-4.96894705e-11
150424A,265.087,2.024,-1.648,3.132684263e-10,5.79568556e-11,-5.79800749e-11
150424A,269.077,2.782,-1.966,2.396586621e-10,4.37600566e-11,-4.37778839e-11
150424A,274.333,2.641,-2.474,2.225091028e-10,4.06282482e-11,-4.06439187e-11
150424A,280.31,2.859,-3.336,1.671457992e-10,3.45738073e-11,-3.4585973e-11
150424A,286.97,3.289,-3.801,1.568858342e-10,2.953396219e-11,-2.954541345e-11
150424A,293.655,3.158,-3.396,1.657135155e-10,3.217593435e-11,-3.218770913e-11
150424A,311.091,6.798,-8.246,1.621176918e-10,3.63556274e-11,-3.63556274e-11
150424A,325.744,9.696,-7.855,1.379741356e-10,3.089657788e-11,-3.089657788e-11
150424A,354.135,13.899,-18.696,8.22434009e-11,1.758051153e-11,-1.758051153e-11
150424A,385.24,12.883,-17.205,8.14735918e-11,1.829731727e-11,-1.829731727e-11
150424A,411.476,14.227,-13.353,8.64793224e-11,1.93653343e-11,-1.93653343e-11
150424A,453.536,44.879,-27.833,3.273041056e-11,7.37196936e-12,-7.37196936e-12
150424A,540.661,32.974,-42.246,3.335692389e-11,7.31934344e-12,-7.31934344e-12
150424A,607.168,39.179,-33.533,3.306272289e-11,7.51236356e-12,-7.51236356e-12
150424A,755.941,68.425,-109.594,1.332761871e-11,3.01497387e-12,-3.01497387e-12
150424A,933.908,101.068,-109.542,1.76350752e-11,3.191136913e-12,-3.191136913e-12
150424A,4334.711,50.213,-90.197,5.9103397e-12,1.330737175e-12,-1.330737175e-12
150424A,4447.012,78.322,-62.088,5.90649116e-12,1.33140612e-12,-1.33140612e-12
150424A,4604.721,83.588,-79.387,5.02253005e-12,1.134768979e-12,-1.134768979e-12
150424A,4738.501,55.115,-50.192,7.86669547e-12,1.771218754e-12,-1.771218754e-12
150424A,4877.362,61.679,-83.745,5.65773124e-12,1.273861348e-12,-1.273861348e-12
150424A,5024.38,65.1,-85.339,5.43241978e-12,1.233085359e-12,-1.233085359e-12
150424A,5183.472,86.535,-93.992,4.52447438e-12,1.026993683e-12,-1.026993683e-12
150424A,5353.155,74.812,-83.149,5.20949091e-12,1.174292676e-12,-1.174292676e-12
150424A,5495.117,83.289,-67.15,5.44278927e-12,1.236876609e-12,-1.236876609e-12
150424A,5651.464,82.396,-73.058,4.76793329e-12,1.199223262e-12,-1.199223262e-12
150424A,5890.19,265.364,-156.33,6.86289716e-12,1.84005033e-12,-1.84005033e-12
150424A,6317.92,98.974,-162.367,6.19535745e-12,1.549042742e-12,-1.549042742e-12
150424A,6609.672,165.715,-192.778,3.80016365e-12,8.99795055e-13,-8.99795055e-13
150424A,10039.84,98.886,-86.655,4.7503857e-12,1.044714828e-12,-1.044714828e-12
150424A,10232.77,206.833,-94.044,2.409386218e-12,5.90528807e-13,-5.90528807e-13
150424A,10583.596,136.826,-143.993,2.249625639e-12,5.86636457e-13,-5.86636457e-13
150424A,10854.342,124.333,-133.92,3.259198781e-12,7.33663154e-13,-7.33663154e-13
150424A,11103.335,274.733,-124.66,2.794657424e-12,7.41664208e-13,-7.41664208e-13
150424A,11935.607,574.27,-557.539,2.245250031e-12,7.2073853e-13,-7.2073853e-13
150424A,16924.025,1299.081,-1216.444,2.956722746e-12,1.033692906e-12,-1.033692906e-12
150424A,29413.41,4783.161,-1510.692,1.41499897e-12,5.86631402e-13,-5.86631402e-13
150424A,34892.455,627.161,-695.884,1.064186014e-12,2.119808521e-13,-2.119808521e-13
150424A,40330.778,207.408,-268.982,1.421103388e-12,3.70871533e-13,-3.70871533e-13
150424A,40875.55,392.256,-337.365,1.109871419e-12,2.656888117e-13,-2.656888117e-13
150424A,46691.28,324.244,-651.096,8.0264638e-13,1.938011512e-13,-1.938011512e-13
150424A,52401.918,4166.968,-2193.546,8.84558948e-13,1.618521695e-13,-1.618521695e-13
150424A,114871.305,1111.545,-756.393,4.32257094e-13,1.103696568e-13,-1.103696568e-13
150424A,135139.31,9330.82,-8107.333,4.08489832e-13,8.34934013e-14,-8.34934013e-14
150424A,218664.42,12221.601,-18329.475,1.603245822e-13,3.99036308e-14,-3.99036308e-14
150424A,295987.426,25419.67,-9432.663,1.135016337e-13,2.69597304e-14,-2.69597304e-14
150424A,442749.133,97237.622,-92381.284,4.2715424e-14,1.236884697e-14,-1.236884697e-14
150424A,1254349.642,187979.194,-105864.624,1.8853465e-14,0.0,inf
150423A,119.164,44.781,-40.468,2.150708334e-11,4.8416082e-12,-4.8416082e-12
150423A,241.031,83.382,-77.086,1.102706172e-11,2.496481302e-12,-2.496481302e-12
150423A,403.281,79.092,-78.869,6.8800602e-12,1.524536088e-12,-1.524536088e-12
150423A,582.998,62.35,-100.625,6.31437444e-12,1.439853168e-12,-1.439853168e-12
150423A,740.288,98.123,-94.94,5.59213434e-12,1.247401224e-12,-1.247401224e-12
150423A,983.21,191.177,-144.798,3.511909842e-12,7.5628146e-13,-7.5628146e-13
150423A,4742.155,480.662,-311.65,1.078921458e-12,2.89806204e-13,-2.89806204e-13
150423A,5872.965,1049.797,-650.147,4.93236618e-13,1.356300726e-13,-1.356300726e-13
150423A,27216.861,30289.092,-17083.246,1.3387908e-13,0.0,inf
150301A,51.8810434471218,0.750186506747106,-1.0289174616024,2.30247027316802e-09,3.43232281066475e-10,-3.43232825040913e-10
150301A,53.4600314923439,0.816798482410356,-0.828801538475041,2.49573954051743e-09,3.72043272756202e-10,-3.72044507441578e-10
150301A,55.0295709798014,0.499873016254242,-0.752741005047064,3.27942457145136e-09,4.88868682830942e-10,-4.88872893952964e-10
150301A,56.3069700246218,0.764053976022865,-0.777526028566228,3.08861686440278e-09,4.28315707775717e-10,-4.2832302288417e-10
150301A,65.246,0.584,-0.636,3.56660392e-09,5.31678576e-10,-5.31687816e-10
150301A,66.679,0.855,-0.849,2.51543952e-09,3.82670288e-10,-3.8267504e-10
150301A,68.46,0.843,-0.925,2.461668e-09,3.66964224e-10,-3.66968536e-10
150301A,70.065,0.93,-0.762,2.53392744e-09,3.85482768e-10,-3.85486376e-10
150301A,72.042,0.921,-1.047,2.21219416e-09,3.29774808e-10,-3.29777712e-10
150301A,73.802,0.658,-0.84,2.86196064e-09,4.35385896e-10,-4.35389064e-10
150301A,75.314,0.753,-0.853,2.66645632e-09,4.05644184e-10,-4.05646824e-10
150301A,76.889,0.813,-0.822,2.65870792e-09,3.96337128e-10,-3.96339504e-10
150301A,78.662,0.869,-0.96,2.3409232e-09,3.56121216e-10,-3.561228e-10
150301A,80.107,0.686,-0.576,3.34217488e-09,5.18962576e-10,-5.18964952e-10
150301A,81.772,1.045,-0.979,2.0174572e-09,3.2655568e-10,-3.26556824e-10
150301A,83.861,1.351,-1.044,1.81527632e-09,2.70605632e-10,-2.70606776e-10
150301A,85.977,0.628,-0.765,3.11810664e-09,4.64820312e-10,-4.64821896e-10
150301A,87.564,0.733,-0.959,2.52725088e-09,3.84466896e-10,-3.8446804e-10
150301A,89.246,0.964,-0.949,2.20148192e-09,3.41839344e-10,-3.41840224e-10
150301A,90.99,0.559,-0.781,3.24078568e-09,4.83108208e-10,-4.83109616e-10
150301A,92.272,0.637,-0.723,3.09763784e-09,4.80991632e-10,-4.80992512e-10
150301A,94.005,0.848,-1.097,2.23258728e-09,3.32814768e-10,-3.3281556e-10
150301A,95.828,1.08,-0.975,2.0808084e-09,3.16550344e-10,-3.16551048e-10
150301A,97.841,0.894,-0.933,2.375802e-09,3.5416392e-10,-3.54164712e-10
150301A,100.09,1.269,-1.356,1.60425144e-09,2.49103184e-10,-2.49103712e-10
150301A,102.49,1.381,-1.131,1.72798736e-09,2.57593336e-10,-2.57593952e-10
150301A,104.751,1.091,-0.88,2.20209704e-09,3.2826948e-10,-3.28270272e-10
150301A,106.971,1.405,-1.128,1.68773792e-09,2.56753024e-10,-2.5675364e-10
150301A,109.288,0.808,-0.912,2.52392184e-09,3.7624444e-10,-3.76245408e-10
150301A,111.545,1.028,-1.449,1.67393864e-09,2.65354144e-10,-2.6535476e-10
150301A,113.616,1.19,-1.043,1.94472168e-09,2.89902272e-10,-2.89902976e-10
150301A,115.985,1.481,-1.179,1.5832564e-09,2.45843136e-10,-2.45843752e-10
150301A,118.485,1.009,-1.02,2.14147648e-09,3.19232672e-10,-3.1923364e-10
150301A,121.028,1.492,-1.534,1.41363288e-09,2.15053872e-10,-2.15054576e-10
150301A,123.879,1.408,-1.359,1.57004672e-09,2.34048936e-10,-2.34049728e-10
150301A,126.675,1.901,-1.388,1.30052032e-09,1.97846264e-10,-1.97847056e-10
150301A,130.123,1.346,-1.547,1.50373344e-09,2.24163544e-10,-2.24164512e-10
150301A,132.819,1.177,-1.35,1.72186696e-09,2.5668104e-10,-2.56682272e-10
150301A,135.637,1.121,-1.642,1.57442384e-09,2.34701456e-10,-2.34702864e-10
150301A,138.481,1.963,-1.723,1.16212624e-09,1.76792528e-10,-1.76793408e-10
150301A,142.389,1.792,-1.945,1.09372032e-09,1.77035056e-10,-1.77035848e-10
150301A,146.162,1.705,-1.981,1.12630584e-09,1.78542936e-10,-1.78543816e-10
150301A,150.059,2.206,-2.192,9.8916752e-10,1.47456584e-10,-1.47457552e-10
150301A,154.544,2.677,-2.279,8.77935872e-10,1.30875096e-10,-1.30876064e-10
150301A,159.823,1.957,-2.601,6.36450584e-10,1.16199512e-10,-1.16200128e-10
150301A,163.818,1.894,-2.038,7.04396528e-10,1.3675684e-10,-1.36757544e-10
150301A,167.455,1.813,-1.743,8.15679832e-10,1.48922136e-10,-1.48923016e-10
150301A,171.538,2.242,-2.27,6.3980884e-10,1.20432664e-10,-1.20433368e-10
150301A,4730.184,39050.985,-452.981,2.537128e-13,0.0,inf
150120A,100.043,9.419,-13.147,9.97548066e-11,2.180678922e-11,-2.180678922e-11
150120A,122.117,9.91,-12.656,1.100331774e-10,2.246042976e-11,-2.246042976e-11
150120A,140.053,7.018,-8.026,1.59738819e-10,3.41139366e-11,-3.41139366e-11
150120A,154.529,7.586,-7.458,1.489272708e-10,3.183188652e-11,-3.183188652e-11
150120A,172.636,9.538,-10.521,1.162031082e-10,2.42300286e-11,-2.42300286e-11
150120A,216.811,732.597,-34.637,3.732527376e-12,6.78230298e-13,-6.78230298e-13
150120A,11468.292,4731.599,-7225.662,1.60746e-13,0.0,inf
150101B,142463.449,3246.144,-3232.029,4.56247336e-13,1.077156176e-13,-1.077156176e-13
150101B,153767.966,3448.016,-4858.583,4.34473208e-13,9.21803921e-14,-9.21803921e-14
150101B,161119.888,565.865,-695.307,6.59199024e-13,1.509157989e-13,-1.509157989e-13
150101B,166980.179,884.959,-804.961,3.82828499e-13,9.66698448e-14,-9.66698448e-14
150101B,174580.766,3988.905,-2653.184,3.60501644e-13,6.47553822e-14,-6.47553822e-14
150101B,242348.885,1145.674,-1414.259,5.10741104e-13,1.312227288e-13,-1.312227288e-13
150101B,247398.308,1834.495,-694.309,5.68022954e-13,1.282690816e-13,-1.282690816e-13
150101B,276525.58,1482.927,-1066.998,5.16696618e-13,1.126329209e-13,-1.126329209e-13
150101B,339343.716,639.168,-591.922,4.29079975e-13,1.148038988e-13,-1.148038988e-13
150101B,341813.752,3099.593,-1830.868,4.83358216e-13,1.056475419e-13,-1.056475419e-13
150101B,760646.335,4457.646,-5920.369,6.20069212e-13,1.171801753e-13,-1.171801753e-13
150101B,1636709.18,10035.17,-8884.254,4.69799404e-13,1.045991028e-13,-1.045991028e-13
150101B,2464080.135,3584.283,-2074.543,4.66966924e-13,1.058625912e-13,-1.058625912e-13
150101B,2612158.63,226.911,-179.272,2.1653298e-12,0.0,inf
150101A,574.238,22912.592,-505.838,1.89006066e-13,4.435818852e-14,-4.435818852e-14
150101A,52620.751,17119.794,-1197.236,1.1149323e-13,0.0,inf
141212A,397.776,1282.06,-320.104,8.45584292e-13,1.599124215e-13,-1.599124215e-13
141212A,16224.239,23241.102,-5407.015,5.65257706e-14,2.089499906e-14,-1.70681165e-14
140930B,186.977868984479,4.10124402211264,-4.21349802339336,3.13675323867643e-10,4.52190236526652e-11,-4.49025762322805e-11
140930B,214.857,8.813,-6.231,1.54801136e-10,3.393086384e-11,-3.393086384e-11
140930B,229.912,6.294,-6.242,2.09842234e-10,4.30007208e-11,-4.30007208e-11
140930B,244.097,7.154,-7.89,1.580233208e-10,3.448351552e-11,-3.448351552e-11
140930B,261.398,9.91,-10.148,1.166442072e-10,2.554448828e-11,-2.554448828e-11
140930B,279.94,6.413,-8.631,1.585651628e-10,3.469407924e-11,-3.469407924e-11
140930B,298.198,8.213,-11.845,1.136259552e-10,2.547872228e-11,-2.547872228e-11
140930B,326.191,17.83,-19.78,6.83392548e-11,1.42960346e-11,-1.42960346e-11
140930B,360.56,18.563,-16.539,6.37351304e-11,1.429154544e-11,-1.429154544e-11
140930B,406.802,19.961,-27.678,4.72175436e-11,1.057786552e-11,-1.057786552e-11
140930B,450.893,28.523,-24.131,4.48451952e-11,9.82087364e-12,-9.82087364e-12
140930B,509.433,37.68,-30.018,3.35533864e-11,7.5732944e-12,-7.5732944e-12
140930B,597.292,47.606,-50.179,2.413436824e-11,5.32320868e-12,-5.32320868e-12
140930B,709.227,51.008,-64.328,1.958818388e-11,4.40054468e-12,-4.40054468e-12
140930B,855.828,79.919,-95.593,9.75768396e-12,2.20263914e-12,-2.20263914e-12
140930B,1001.164,64.964,-65.417,7.28277552e-12,1.63958712e-12,-1.63958712e-12
140930B,1189.259,167.717,-123.131,6.96324976e-12,1.578722336e-12,-1.578722336e-12
140930B,1475.601,107.032,-118.626,4.13781824e-12,9.46307168e-13,-9.46307168e-13
140930B,1667.599,163.259,-84.965,3.615429784e-12,8.37112328e-13,-8.37112328e-13
140930B,1908.326,100.551,-77.468,5.3381622e-12,1.201791976e-12,-1.201791976e-12
140930B,2119.927,147.202,-111.051,3.664200996e-12,8.36337492e-13,-8.36337492e-13
140930B,2378.186,87.02,-111.057,3.60405828e-12,9.47684568e-13,-9.47684568e-13
140930B,2626.241,157.388,-161.035,3.3110271e-12,7.14081408e-13,-7.14081408e-13
140930B,6416.324,218.183,-340.949,1.381011892e-12,3.606449912e-13,-3.606449912e-13
140930B,8457.915,5862.194,-1823.409,4.02976412e-13,7.090021e-14,-7.090021e-14
140930B,81644.559,64279.11,-41027.165,4.94539756e-14,1.481066228e-14,-1.481066228e-14
140930B,163031.962,6651.732,-12083.782,1.8453668e-13,0.0,inf
140903A,107.133,27.46,-32.715,7.7734411e-11,1.70255017e-11,-1.70255017e-11
140903A,217.711,74.844,-83.117,2.04461603e-11,4.6261292e-12,-4.6261292e-12
140903A,363.24,49.666,-70.686,2.0956007e-11,4.7238682e-12,-4.7238682e-12
140903A,496.742,84.155,-83.836,1.46541033e-11,3.31000842e-12,-3.31000842e-12
140903A,674.919,86.505,-94.022,1.37584262e-11,3.11085306e-12,-3.11085306e-12
140903A,856.576,75.346,-95.152,1.54446927e-11,3.40286477e-12,-3.40286477e-12
140903A,1057.038,103.051,-125.116,1.08495149e-11,2.48595169e-12,-2.48595169e-12
140903A,1353.929,257.464,-193.841,1.017853e-11,1.7067001e-12,-1.7067001e-12
140903A,5052.002,108.262,-114.888,1.03573326e-11,1.76679518e-12,-1.76679518e-12
140903A,5366.297,72.28,-73.144,9.6846277e-12,2.18177141e-12,-2.18177141e-12
140903A,5568.496,125.828,-129.918,9.933688e-12,1.63152277e-12,-1.63152277e-12
140903A,6215.354,70.446,-59.934,1.07167911e-11,2.42985174e-12,-2.42985174e-12
140903A,6353.406,55.254,-67.605,9.5151217e-12,2.13671257e-12,-2.13671257e-12
140903A,6502.834,91.367,-94.175,1.29349289e-11,2.50309579e-12,-2.50309579e-12
140903A,6826.056,131.707,-154.128,1.00297801e-11,1.73525124e-12,-1.73525124e-12
140903A,7199.543,149.362,-189.126,9.9854858e-12,1.62986942e-12,-1.62986942e-12
140903A,10646.544,71.405,-89.063,6.4924367e-12,1.50699004e-12,-1.50699004e-12
140903A,10809.889,128.705,-91.939,4.7145587e-12,1.07514663e-12,-1.07514663e-12
140903A,11052.41,66.711,-113.816,5.7280257e-12,1.30932549e-12,-1.30932549e-12
140903A,11201.616,82.988,-82.495,6.3124387e-12,1.43118104e-12,-1.43118104e-12
140903A,11395.519,104.708,-110.915,5.9616361e-12,1.22143177e-12,-1.22143177e-12
140903A,12957.14,168.294,-165.177,5.2313456e-12,9.1757313e-13,-9.1757313e-13
140903A,16396.838,139.025,-84.126,4.866353e-12,1.10446575e-12,-1.10446575e-12
140903A,16685.811,78.217,-149.949,3.50026536e-12,9.2845041e-13,-9.2845041e-13
140903A,16862.781,104.34,-98.753,4.01777208e-12,1.04666171e-12,-1.04666171e-12
140903A,17040.41,59.599,-73.289,8.1955033e-12,1.84346461e-12,-1.84346461e-12
140903A,17264.234,169.24,-164.226,4.19005158e-12,8.326176e-13,-8.326176e-13
140903A,22300.654,129.95,-243.64,3.56540262e-12,9.3457146e-13,-9.3457146e-13
140903A,22735.942,150.994,-305.338,2.92503845e-12,7.6594223e-13,-7.6594223e-13
140903A,23108.101,280.289,-221.165,2.80553973e-12,7.1204259e-13,-7.1204259e-13
140903A,27998.346,173.821,-179.711,2.52271841e-12,6.4262253e-13,-6.4262253e-13
140903A,28312.359,113.046,-140.193,3.33086557e-12,8.6815323e-13,-8.6815323e-13
140903A,28636.203,155.271,-210.798,2.27615985e-12,6.0060035e-13,-6.0060035e-13
140903A,29877.975,3976.889,-1086.501,1.92429343e-12,3.65692081e-13,-3.65692081e-13
140903A,41932.377,3503.283,-2469.565,1.44549359e-12,3.8356559e-13,-3.8356559e-13
140903A,45668.369,246.184,-232.709,2.46831911e-12,6.2649839e-13,-6.2649839e-13
140903A,53571.843,3864.476,-2587.404,8.6417659e-13,1.99429227e-13,-1.99429227e-13
140903A,69782.766,4933.537,-7295.957,8.3389728e-13,1.58203923e-13,-1.58203923e-13
140903A,111522.606,56733.472,-29537.763,3.28792964e-13,7.2703067e-14,-7.2703067e-14
140903A,261787.075,26589.16,-31542.679,2.03433e-13,0.0,inf
140622A,231.627,35075.05,-128.545,4.4949088e-13,8.41463616e-14,-8.41463616e-14
140622A,69889.344,22374.41,-928.955,1.1375496e-13,0.0,inf
140611A,89103.853,3049.46,-8648.069,1.3948584e-13,6.727903e-14,-5.2140712e-14
140516A,444.794,25136.797,-352.719,1.76611365e-13,3.88377585e-14,-3.88377585e-14
140516A,202001.897,201609.968,-109180.791,8.45865e-14,0.0,inf
140320A,1235.642,10569.38,-1142.759,1.54798633e-13,3.8218947e-14,-3.8218947e-14
140320A,27289.536,6251.483,-6251.483,1.5472756e-13,0.0,inf
140129B,332.78,11.963,-10.603,6.31048887e-11,1.416886603e-11,-1.416886603e-11
140129B,355.382,9.419,-10.64,7.52209472e-11,1.647900871e-11,-1.647900871e-11
140129B,383.198,24.228,-18.396,3.327033054e-11,7.54270666e-12,-7.54270666e-12
140129B,422.098,12.909,-14.672,5.59358703e-11,1.223811427e-11,-1.223811427e-11
140129B,456.118,21.513,-21.112,3.40172394e-11,7.62736708e-12,-7.62736708e-12
140129B,497.579,15.154,-19.948,4.53847278e-11,9.72445922e-12,-9.72445922e-12
140129B,543.553,19.326,-30.82,2.877602371e-11,6.46993999e-12,-6.46993999e-12
140129B,581.175,21.822,-18.295,3.65111236e-11,8.22039835e-12,-8.22039835e-12
140129B,616.117,19.474,-13.121,4.48495363e-11,1.013969244e-11,-1.013969244e-11
140129B,655.099,13.087,-19.508,4.37090043e-11,9.80045746e-12,-9.80045746e-12
140129B,685.166,15.615,-16.98,4.4609878e-11,1.001620228e-11,-1.001620228e-11
140129B,721.682,31.753,-20.901,2.736630103e-11,6.17849009e-12,-6.17849009e-12
140129B,769.792,23.76,-16.357,3.72216527e-11,8.35733548e-12,-8.35733548e-12
140129B,818.114,25.584,-24.562,3.176728875e-11,6.85814316e-12,-6.85814316e-12
140129B,871.042,22.803,-27.344,2.892210464e-11,6.49384649e-12,-6.49384649e-12
140129B,927.046,34.496,-33.201,2.161519983e-11,4.86661305e-12,-4.86661305e-12
140129B,996.785,37.47,-35.243,1.995788259e-11,4.47496874e-12,-4.47496874e-12
140129B,1074.749,54.779,-40.494,2.816442913e-11,4.65430937e-12,-4.65430937e-12
140129B,4683.358,342.115,-282.203,2.073343388e-12,3.89134651e-13,-3.89134651e-13
140129B,6719.587,155.808,-210.259,1.483414728e-12,4.86236572e-13,-4.00340692e-13
131004A,125.085,39.671,-45.578,4.03441689e-11,8.80381866e-12,-8.80381866e-12
131004A,214.557,45.477,-49.801,3.336200903e-11,7.55358086e-12,-7.55358086e-12
131004A,316.137,46.697,-56.103,3.146909655e-11,7.10272453e-12,-7.10272453e-12
131004A,388.141,27.347,-25.307,6.151741e-11,1.390651158e-11,-1.390651158e-11
131004A,435.014,15.576,-19.526,1.060956978e-10,2.218224933e-11,-2.218224933e-11
131004A,461.436,14.227,-10.846,1.269350262e-10,2.864983798e-11,-2.864983798e-11
131004A,485.098,15.639,-9.434,1.344287538e-10,2.946518326e-11,-2.946518326e-11
131004A,521.121,12.211,-20.384,1.02328784e-10,2.263045104e-11,-2.263045104e-11
131004A,548.704,17.222,-15.373,1.036126657e-10,2.288018983e-11,-2.288018983e-11
131004A,581.169,19.86,-15.243,9.47957985e-11,2.083988178e-11,-2.083988178e-11
131004A,619.845,18.794,-18.816,8.95591796e-11,1.9717972e-11,-1.9717972e-11
131004A,661.378,24.9,-22.739,6.66071025e-11,1.503353812e-11,-1.503353812e-11
131004A,706.353,20.042,-20.076,7.99362222e-11,1.790202345e-11,-1.790202345e-11
131004A,751.87,14.642,-25.475,8.61328752e-11,1.859932636e-11,-1.859932636e-11
131004A,777.462,9.109,-10.95,1.921899567e-10,3.943425579e-11,-3.943425579e-11
131004A,798.162,13.482,-11.591,1.420755431e-10,3.033332821e-11,-3.033332821e-11
131004A,835.11,21.666,-23.466,7.33606643e-11,1.617566632e-11,-1.617566632e-11
131004A,879.907,14.478,-23.131,8.42475737e-11,1.892629374e-11,-1.892629374e-11
131004A,939.491,62.703,-45.106,5.87596127e-11,9.33409705e-12,-9.33409705e-12
131004A,4646.041,203.098,-376.092,1.710725749e-12,4.50556783e-13,-4.50556783e-13
131004A,5108.067,192.389,-258.928,2.211084727e-12,5.7935277e-13,-5.7935277e-13
131004A,5724.915,345.289,-424.458,1.272145633e-12,3.385348265e-13,-3.385348265e-13
131004A,6410.699,356.521,-340.495,2.191823494e-12,4.6537253e-13,-4.6537253e-13
131004A,11284.824,758.073,-748.814,8.19672471e-13,1.713662272e-13,-1.713662272e-13
131004A,23100.319,11743.653,-6130.833,1.994055106e-13,5.28530431e-14,-5.28530431e-14
131004A,68478.597,19024.535,-28207.905,1.569787883e-13,4.28690654e-14,-4.28690654e-14
131004A,105562.916,26781.707,-13992.195,6.149736e-14,0.0,inf
130912A,82.1574277858796,5.65328222703319,-3.01010377704092,1.12343263077773e-10,2.65032130719153e-11,-2.6511089719957e-11
130912A,119.903,19.72,-15.383,1.7068794e-10,3.832216208e-11,-3.832216208e-11
130912A,154.449,15.261,-14.826,2.209306033e-10,4.721844386e-11,-4.721844386e-11
130912A,192.815,22.027,-23.105,1.455725215e-10,3.130505442e-11,-3.130505442e-11
130912A,238.701,21.273,-23.859,1.387443552e-10,3.047236314e-11,-3.047236314e-11
130912A,287.418,30.223,-27.445,1.042617586e-10,2.340842433e-11,-2.340842433e-11
130912A,358.462,34.399,-40.82,7.88613113e-11,1.777790294e-11,-1.777790294e-11
130912A,429.818,25.726,-36.957,1.100905776e-10,2.306376004e-11,-2.306376004e-11
130912A,498.377,47.429,-42.834,6.65446939e-11,1.500133221e-11,-1.500133221e-11
130912A,620.136,76.109,-74.329,3.940280147e-11,8.93127665e-12,-8.93127665e-12
130912A,740.244,61.307,-44.0,5.63133476e-11,1.272949499e-11,-1.272949499e-11
130912A,890.657,63.84,-89.106,3.892947003e-11,8.78792393e-12,-8.78792393e-12
130912A,1016.876,70.507,-62.38,4.46794121e-11,1.008591275e-11,-1.008591275e-11
130912A,1201.599,83.861,-114.216,2.067314086e-11,4.64173792e-12,-4.64173792e-12
130912A,1343.17,40.075,-57.71,1.834067015e-11,4.136128665e-12,-4.136128665e-12
130912A,1431.018,42.49,-47.773,2.130659142e-11,4.662015284e-12,-4.662015284e-12
130912A,1523.307,80.369,-49.799,2.481653247e-11,4.689883935e-12,-4.689883935e-12
130912A,5262.498,401.286,-461.228,1.525586213e-12,3.988179157e-13,-3.988179157e-13
130912A,6512.34,878.971,-848.556,1.332046568e-12,2.610506524e-13,-2.610506524e-13
130912A,12037.77,1128.735,-1403.638,7.92357609e-13,1.912975382e-13,-1.912975382e-13
